nsamples r_UCB r_GRD r_UVB
32 0.215992413497 0.11715731513 0.0367002386287
64 0.153076115675 0.0334910156601 0.0177495345875
96 0.0922641919214 0.0193043912516 0.0151930828345
128 0.0622455967967 0.0158282795432 0.0145663068693
160 0.042910527062 0.0134185058971 0.0135814451311
192 0.0343915135788 0.0118824455858 0.013473378312
224 0.0288193002348 0.0108310303594 0.0125877316203
256 0.0226552067347 0.0102601658305 0.0117802561663
288 0.0197187753777 0.00924362633187 0.0110942533593
320 0.0174566183042 0.00881739617897 0.0107523450278
352 0.0138135626149 0.00840787556918 0.0102081766836
384 0.0130342258943 0.00751357329917 0.00938720882424
416 0.0117423208984 0.00735488556755 0.0091603876018
448 0.00998537316259 0.00679775333937 0.00820016462112
480 0.0101346053892 0.00692397785491 0.00898934380558
512 0.00820195760591 0.00632719172935 0.00805947905574
544 0.0081013015623 0.00577881765042 0.00819913519611
576 0.00735001257134 0.00640476083259 0.00697397847738
608 0.00680066575078 0.00530238664655 0.00762679346198
640 0.00637121313459 0.00552827985022 0.00681701418229
672 0.00626369827729 0.00542048955318 0.00707653668214
704 0.00541704725435 0.00502239278464 0.00604626035211
736 0.00488144753685 0.00451583598391 0.00699156268479
768 0.00483893031747 0.00452643407617 0.00651223485557
800 0.00429234022309 0.00440003230276 0.00624292415719
832 0.00450285707014 0.00401675200491 0.00568856119607
864 0.00427323151281 0.00418803611111 0.0057962119734
896 0.00393417627258 0.00420328850419 0.00546088961418
928 0.00398416920094 0.00409779404113 0.00575357799405
960 0.00371075791905 0.00383116903287 0.00524794160968
992 0.00365887132208 0.00382476515995 0.00557477074821
