nsamples r_UCB r_GRD r_UVB
8 0.094082899224 0.0811291896228 0.0559447379886
16 0.0672600595528 0.0512985365668 0.0426693091795
24 0.0519474870554 0.0395005500294 0.0364050180572
32 0.0420514251883 0.0338688590663 0.0291866763803
40 0.0369787265432 0.0279877158429 0.0271978863459
48 0.0318805980618 0.0259219437499 0.0245936907778
56 0.028229708253 0.0231283658104 0.0242203863402
64 0.0251453891939 0.0214098133527 0.0211925714071
72 0.0232048429673 0.0194711069086 0.0200105822291
80 0.0207619299396 0.0182258623798 0.019155007682
88 0.0192982423581 0.0174815609979 0.0172229697259
96 0.0183871310674 0.0161670369927 0.0165262825242
104 0.01685694988 0.0151308116976 0.016011168976
112 0.0161936884372 0.0139892953809 0.0159442671832
120 0.0155890132348 0.0136878717893 0.0140652075539
128 0.0141521993883 0.0130829179425 0.0133956179819
136 0.0137724270353 0.0121029976191 0.0133069293705
144 0.0131799500507 0.0117834334507 0.011974102738
152 0.0121277186945 0.0115293304838 0.0125124430872
160 0.0119611461287 0.0106737796729 0.0114375020453
168 0.0110117605522 0.00989109409714 0.0116698567303
176 0.0109631341789 0.0100876541442 0.0107225924988
184 0.0103291930048 0.0094208639223 0.0105308707758
192 0.00982995981594 0.00879794002115 0.0101691422507
200 0.00974966294562 0.00878384023238 0.00985725949257
208 0.00944564101633 0.00817655860014 0.00985469413352
216 0.00924278526654 0.00854768658103 0.00917603855223
224 0.00890563470481 0.00796416929241 0.00846487498597
232 0.00849004540655 0.00759451588933 0.00878378615639
240 0.0080489494388 0.0078500737564 0.00790808733736
248 0.00773680108827 0.00753267528263 0.00827296494199
