nsamples r_UCB r_GRD r_UVB
16 0.0523246300527 0.0390904790496 0.0227307361341
32 0.0329000846241 0.021452194027 0.0150597505454
48 0.0231063058926 0.0149188105069 0.0108073222278
64 0.0174630024346 0.0111391176747 0.00983836984369
80 0.0124519016035 0.00921434414099 0.00843021720059
96 0.0107276021613 0.0079878101531 0.00804586210834
112 0.0095735213467 0.00733406811324 0.00765895653765
128 0.0075151214012 0.0062203751217 0.00682147835838
144 0.00656610396333 0.00620100672036 0.00650862179551
160 0.00624508669701 0.00526786609894 0.0062362343315
176 0.00557903149539 0.00508671138041 0.00608365910446
192 0.00474992788089 0.00473129356622 0.00564295843691
208 0.00456711415165 0.00465425887599 0.00570363456497
224 0.00427275736098 0.00448537371517 0.00503022976127
240 0.00406799727493 0.00412061622549 0.00529771044922
256 0.00361743401641 0.00397189166393 0.00467484658329
272 0.0034399450829 0.00417497043138 0.004843252579
288 0.00329026393155 0.00356836617833 0.00461938677586
304 0.00296727933494 0.00387898825904 0.00434449102548
320 0.002722641971 0.00346550470055 0.00453792740377
336 0.00282133862299 0.00329624844382 0.00409289949547
352 0.00265523662326 0.00328616325807 0.00396386106891
368 0.00258158211218 0.00317634201544 0.00407512480497
384 0.00242165257679 0.00309108511641 0.00395216395869
400 0.00222094656878 0.00303275585328 0.00372985680768
416 0.00225906272038 0.00292560581432 0.00361483717324
432 0.00220035655364 0.00282838575749 0.00372162490014
448 0.00223961730534 0.00287792962577 0.0036494696276
464 0.00203087405276 0.00271788227254 0.00358965260993
480 0.00205965951654 0.00259806218832 0.00356040551204
496 0.00184183637348 0.00267571668384 0.00329696271094
