nsamples r_UCB r_GRD r_UVB
32 0.0492319701715 0.0406209266236 0.0327742509872
64 0.0547269455349 0.0366457815452 0.0249044633458
96 0.0459504857184 0.0333741745078 0.0249720024364
128 0.0454397401221 0.0303398990467 0.0221228345716
160 0.0454911356917 0.0281659503717 0.0186831388217
192 0.040377679326 0.0261566870519 0.0168941026514
224 0.0405896461931 0.0252176561448 0.0158272472496
256 0.0377675256424 0.0236032647839 0.0153622421175
288 0.0365579167515 0.0224691644696 0.0142309225767
320 0.0350831306582 0.0208784110255 0.0137496240206
352 0.0340092896699 0.0205705009898 0.0129171323365
384 0.0337042168234 0.019313264217 0.0125525373086
416 0.0320849671645 0.0190598878782 0.0116690865715
448 0.0311293211182 0.0178653348972 0.011738025604
480 0.0310173566798 0.017558029659 0.0113774866783
512 0.0303221877656 0.0171271135643 0.0112355027307
544 0.0287819360154 0.0165518443433 0.0108917044098
576 0.0284598904491 0.015713908379 0.0106650583445
608 0.0285479333263 0.0151819964313 0.0103315322658
640 0.0280636371708 0.0151973342149 0.0102046741214
672 0.0275276183088 0.0148292078044 0.00991068409535
704 0.0260225727404 0.0138783031722 0.00949936681209
736 0.0257252133805 0.0139750239004 0.0096666297908
768 0.0250313531424 0.0141079887549 0.00932487508949
800 0.0252844466037 0.0133644102467 0.00926987905106
832 0.0247675607685 0.0129024103355 0.00884226033493
864 0.0243091645534 0.0125762669063 0.00863067106328
896 0.023466600986 0.0121711799345 0.00901908763321
928 0.023864314887 0.0121376919074 0.00849437694377
960 0.0232612585551 0.0120132754376 0.0084277928472
992 0.0228284507254 0.0117138666 0.00814853809878
