nsamples r_UCB r_GRD r_UVB
128 0.0604295411632 0.0425071882672 0.0298254264986
256 0.0540628203457 0.0357994601222 0.0242568806016
384 0.0487888862926 0.0314041247502 0.0192013665973
512 0.0484012140636 0.0286277402651 0.0190782804933
640 0.0433291245354 0.0274445545812 0.0196477861183
768 0.0425583722859 0.0256869108431 0.0162358510344
896 0.0415237055156 0.0252334594009 0.0129084476245
1024 0.0391562122922 0.0241940200305 0.0116302695472
1152 0.0374407638975 0.0228016085549 0.0115136683652
1280 0.0367512510958 0.0213847774265 0.010561741126
1408 0.0356599361985 0.0197562010293 0.0101521266463
1536 0.034558435089 0.0198856287631 0.0101563794033
1664 0.0340428541961 0.0198514311101 0.00996732326227
1792 0.0331863372174 0.0184243499078 0.00901303858626
1920 0.0326754420426 0.0173202044643 0.00860437762209
2048 0.0318705804857 0.0170815668596 0.00822803379532
2176 0.0308456676399 0.0162195336244 0.00859937532093
2304 0.0307145220946 0.016206189718 0.00820126568476
2432 0.029888847545 0.0151297707566 0.00774330082211
2560 0.0297566800939 0.0148084777994 0.0073464364817
2688 0.0282481233309 0.014736315438 0.00735394695248
2816 0.0279708897719 0.0142242576734 0.00719794018332
2944 0.0275060500395 0.0137847822569 0.00715223791638
3072 0.0271602950679 0.0133490917576 0.00674261322267
3200 0.0264903845213 0.0126612085252 0.0066508932831
3328 0.0264685781381 0.0129347655626 0.00677710211948
3456 0.0258026660182 0.0123507288931 0.00638030190014
3584 0.0255923570225 0.0122698367775 0.00621843348995
3712 0.0251296439736 0.0117834706592 0.00609947414751
