nsamples r_UCB r_GRD r_UVB
16 0.154020605574 0.10234610343 0.0505336670727
32 0.103413233671 0.0476325845522 0.0300766788913
48 0.068679502157 0.0317644606871 0.0261405031621
64 0.0529059137404 0.0261080990587 0.0228351587369
80 0.0418882544274 0.0222672020265 0.0219626854034
96 0.033915412433 0.0195802845316 0.019442078935
112 0.0304173045097 0.0176652388359 0.0178885125152
128 0.0256015911629 0.0157423797691 0.0151250421729
144 0.0227085034893 0.0148002568507 0.015908475324
160 0.0202010729823 0.0139776619284 0.0140818515733
176 0.0188893931193 0.0125380115766 0.0137900384061
192 0.016148699511 0.0116580604601 0.0133139815854
208 0.0157080680408 0.011412917027 0.0129503845712
224 0.0136964465146 0.0104429087788 0.0117631131334
240 0.0125972786549 0.00963794071191 0.0113147929389
256 0.0122280433661 0.00935008659537 0.0113988317077
272 0.0106724179434 0.00824470465268 0.0108210376757
288 0.0103772989042 0.00809757665783 0.00980507897503
304 0.0104109054803 0.00805049950798 0.00921687922259
320 0.0093971555109 0.00789861162173 0.00915432165786
336 0.00882231959451 0.0077674335168 0.00895501011372
352 0.00797120964969 0.00695764611213 0.00900541214205
368 0.00814797206705 0.00659012930772 0.00817587847061
384 0.00737454905169 0.00653506967455 0.00818208975861
400 0.00745297377506 0.00587163428202 0.00759764636856
416 0.00663209249781 0.0060393775121 0.00779446376354
432 0.00648561518695 0.00589564344767 0.00754066100548
448 0.00622744816613 0.00567720500746 0.00745834633363
464 0.00589002315825 0.00536703285135 0.00666399575242
480 0.00557906622756 0.00504668864342 0.00689541237562
496 0.00536015759827 0.00480076851969 0.00683443154022
